student_id,age,gender,school_type,parent_education,family_income,study_hours_per_day,attendance_percent,prev_gpa,assignments_completed,extracurricular_activities,internet_access,tutoring_sessions,absences,sleep_hours,final_score,grade,pass_fail
STU0244,17,Male,Public,Graduate,Middle,1.38,76.2,3.0,9,5,1,5,9,7.8,39.1,F,Fail
STU0245,17,Male,Private,No Education,Low,1.77,54.0,3.83,15,5,0,4,18,6.7,29.7,F,Fail
STU0246,15,Female,Public,High School,Middle,0.5,62.1,4.09,13,5,1,3,12,5.0,39.2,F,Fail
STU0247,18,Male,Private,Postgraduate,High,2.29,76.0,6.74,19,3,1,4,14,6.3,94.8,A,Pass
STU0248,18,Male,Private,Graduate,Middle,4.94,100.0,5.91,15,3,0,0,0,8.0,100.0,A,Pass
STU0249,16,Male,Private,High School,Middle,4.28,56.4,4.08,12,3,1,0,12,4.7,31.4,F,Fail
STU0250,18,Male,Private,Graduate,Low,3.17,92.0,5.99,13,2,0,5,0,5.8,89.4,B,Pass
STU0251,18,Female,Public,High School,Middle,3.47,77.6,7.41,19,5,0,2,2,7.2,100.0,A,Pass
STU0252,15,Male,Public,High School,Low,2.47,84.5,7.45,8,2,0,6,0,8.7,89.3,B,Pass
STU0253,18,Female,Private,High School,Middle,3.81,74.4,3.08,9,1,1,7,9,8.2,64.6,C,Pass
STU0254,17,Male,Public,No Education,High,4.65,65.8,6.27,16,3,1,5,9,8.8,100.0,A,Pass
STU0255,15,Male,Public,Graduate,Middle,1.08,79.0,4.01,10,4,1,6,8,7.2,60.0,C,Pass
STU0256,15,Male,Private,High School,Low,3.95,86.2,8.12,15,0,1,3,0,6.7,100.0,A,Pass
STU0257,16,Male,Private,Graduate,Middle,4.9,93.8,7.91,19,1,1,7,0,8.0,100.0,A,Pass
STU0258,18,Female,Private,Postgraduate,Middle,2.88,72.9,4.88,12,0,1,4,4,5.9,87.2,B,Pass
STU0259,16,Female,Public,High School,Middle,4.55,69.2,5.12,10,0,1,5,20,5.8,60.6,C,Pass
STU0260,17,Male,Private,Graduate,High,7.72,64.3,5.67,20,3,1,6,10,5.6,100.0,A,Pass
STU0261,15,Male,Public,Graduate,High,3.34,86.8,3.0,11,4,0,1,4,8.3,62.8,C,Pass
STU0262,15,Female,Private,Postgraduate,Middle,4.09,83.1,7.1,12,0,0,1,5,6.0,100.0,A,Pass
STU0263,15,Male,Public,High School,Middle,2.39,57.2,6.01,16,5,1,2,21,8.2,50.3,D,Pass
STU0264,17,Male,Private,Graduate,Low,3.77,67.7,8.25,14,0,1,6,2,7.2,100.0,A,Pass
STU0265,17,Male,Private,Graduate,Low,4.19,70.1,4.52,15,1,1,5,9,8.3,70.4,C,Pass
STU0266,16,Female,Public,High School,Middle,3.79,53.6,5.39,16,4,1,3,6,5.7,74.3,C,Pass
STU0267,16,Female,Private,High School,Middle,1.97,58.1,3.79,16,4,1,1,1,6.2,60.4,C,Pass
STU0268,16,Female,Public,Graduate,Middle,3.81,58.9,4.69,14,0,1,2,9,7.5,65.9,C,Pass
STU0269,18,Male,Private,Graduate,Middle,5.69,75.4,4.37,20,4,1,5,9,6.5,100.0,A,Pass
STU0270,15,Male,Private,High School,Low,4.17,65.9,8.29,9,1,1,2,6,4.0,86.9,B,Pass
STU0271,15,Female,Public,Graduate,Middle,4.94,54.9,5.24,19,1,1,3,16,5.4,77.9,B,Pass
STU0272,16,Female,Private,High School,Low,3.14,98.9,6.72,12,1,1,1,1,5.7,88.9,B,Pass
STU0273,15,Female,Private,Graduate,Low,4.62,97.2,5.81,20,5,0,7,0,5.8,100.0,A,Pass
STU0274,16,Female,Public,High School,High,3.92,64.6,4.21,15,3,1,1,17,7.8,56.3,D,Pass
STU0275,18,Male,Public,Postgraduate,Low,2.07,74.8,6.2,11,0,1,1,5,7.4,74.7,C,Pass
STU0276,18,Female,Private,High School,Middle,3.98,82.7,7.58,17,4,1,6,7,7.2,100.0,A,Pass
STU0277,17,Male,Private,High School,Low,2.01,88.4,4.33,15,1,0,0,0,9.4,66.7,C,Pass
STU0278,18,Female,Private,No Education,High,2.55,59.9,7.96,15,0,1,6,13,8.4,83.9,B,Pass
STU0279,16,Male,Private,High School,Middle,3.78,92.2,4.97,12,0,1,1,1,8.0,75.9,B,Pass
STU0280,18,Female,Public,Graduate,Low,3.95,68.1,5.63,14,3,0,4,4,5.2,80.5,B,Pass
STU0281,17,Female,Private,High School,Middle,1.72,49.6,7.46,12,5,1,0,17,7.1,53.2,D,Pass
STU0282,15,Female,Public,Graduate,Middle,5.08,90.6,5.31,16,4,1,7,0,7.4,100.0,A,Pass
STU0283,16,Female,Public,No Education,High,4.36,96.9,6.57,18,5,1,5,10,6.5,100.0,A,Pass
STU0284,15,Male,Public,High School,Low,2.44,96.8,5.93,7,4,0,6,0,9.0,86.3,B,Pass
STU0285,17,Female,Public,High School,High,1.19,50.1,6.73,13,1,1,0,16,7.1,53.4,D,Pass
STU0286,17,Male,Public,No Education,High,3.28,84.8,3.0,13,1,1,0,5,5.5,60.4,C,Pass
STU0287,17,Male,Public,High School,High,2.83,66.8,3.21,11,0,1,6,9,5.8,61.6,C,Pass
STU0288,15,Male,Private,High School,Middle,3.67,87.3,7.61,12,4,1,6,1,9.7,100.0,A,Pass
STU0289,15,Male,Public,Graduate,Middle,2.96,51.3,8.37,13,4,1,0,15,6.5,75.3,B,Pass
STU0290,15,Female,Public,High School,Middle,0.5,47.1,4.86,0,5,0,2,21,4.5,8.3,F,Fail
STU0291,15,Male,Public,Graduate,Middle,2.92,61.6,6.06,12,1,0,7,3,6.3,87.7,B,Pass
STU0292,17,Male,Public,Graduate,Middle,3.04,74.8,7.03,11,2,1,4,4,4.8,84.6,B,Pass
STU0293,17,Male,Public,No Education,Middle,4.45,68.2,7.75,17,0,0,3,4,8.1,90.3,A,Pass
STU0294,16,Female,Public,Graduate,Middle,2.45,81.7,3.0,11,4,1,1,0,4.7,55.5,D,Pass
STU0295,16,Female,Public,Postgraduate,Middle,6.02,98.0,4.91,17,3,1,7,2,5.3,100.0,A,Pass
STU0296,15,Female,Private,Graduate,High,0.63,75.4,5.9,16,3,1,6,10,7.0,82.9,B,Pass
STU0297,18,Female,Public,Graduate,Low,5.47,100.0,7.77,20,2,0,0,5,8.3,100.0,A,Pass
STU0298,18,Male,Public,High School,High,3.16,80.2,10.0,17,1,1,3,9,6.9,100.0,A,Pass
STU0299,17,Male,Public,Graduate,Middle,4.79,60.6,6.09,15,1,1,6,15,5.5,93.4,A,Pass
STU0300,17,Female,Private,Graduate,High,3.62,95.8,3.97,16,1,0,2,0,7.2,90.4,A,Pass
STU0301,17,Male,Public,Graduate,Middle,5.21,71.1,7.22,16,5,0,3,16,6.4,94.1,A,Pass
STU0302,16,Male,Public,Postgraduate,Middle,2.92,86.9,8.88,13,3,1,0,3,8.4,100.0,A,Pass
STU0303,16,Male,Public,High School,High,1.85,93.7,6.69,14,1,0,7,7,8.0,89.9,B,Pass
STU0304,17,Female,Public,No Education,Low,5.63,88.2,4.87,15,3,1,5,0,6.4,100.0,A,Pass
STU0305,17,Female,Public,Graduate,High,3.33,52.0,8.22,19,2,0,7,13,7.9,100.0,A,Pass
STU0306,17,Male,Public,Graduate,Middle,3.83,62.2,7.69,14,0,1,7,16,7.3,92.2,A,Pass
STU0307,18,Female,Public,High School,Middle,5.35,100.0,4.65,19,5,1,4,0,8.6,100.0,A,Pass
STU0308,16,Female,Public,High School,Middle,1.95,67.8,7.19,17,4,1,3,6,7.9,78.2,B,Pass
STU0309,18,Female,Public,No Education,Middle,4.39,78.9,8.3,19,2,1,6,13,7.7,100.0,A,Pass
STU0310,18,Female,Private,High School,Middle,2.62,83.7,8.63,9,3,1,0,0,8.6,89.7,B,Pass
STU0311,17,Female,Private,Graduate,Low,3.3,84.9,6.38,16,2,0,6,4,7.0,100.0,A,Pass
STU0312,17,Male,Private,Graduate,Low,3.61,79.5,5.86,17,4,0,0,9,6.1,64.7,C,Pass
STU0313,15,Female,Private,High School,Low,1.25,65.1,8.71,14,5,1,1,21,7.2,70.5,C,Pass
STU0314,15,Male,Public,High School,High,2.33,66.8,4.32,10,0,1,5,8,6.6,64.7,C,Pass
STU0315,18,Male,Public,No Education,High,5.53,93.9,7.29,15,4,1,1,0,7.7,100.0,A,Pass
STU0316,16,Female,Public,High School,Middle,4.83,87.3,4.03,19,5,1,7,2,7.1,100.0,A,Pass
STU0317,17,Male,Public,Graduate,Middle,3.41,70.9,8.42,12,3,1,5,10,7.5,100.0,A,Pass
STU0318,17,Male,Private,Postgraduate,Middle,3.86,92.3,6.04,14,4,1,4,5,5.6,100.0,A,Pass
STU0319,18,Male,Public,Graduate,Middle,3.06,71.7,8.78,19,2,1,1,14,7.6,100.0,A,Pass
STU0320,15,Female,Private,No Education,High,5.53,68.3,7.38,17,1,1,4,13,5.5,100.0,A,Pass
STU0321,16,Female,Public,Postgraduate,High,3.2,62.7,4.3,12,2,1,6,9,8.2,72.7,C,Pass
STU0322,15,Male,Private,Graduate,Middle,3.85,61.4,9.06,12,3,1,7,16,8.2,100.0,A,Pass
STU0323,15,Female,Public,Graduate,Middle,5.22,76.1,9.29,18,0,1,2,8,7.4,100.0,A,Pass
STU0324,15,Female,Public,Graduate,Low,2.33,90.0,8.09,9,4,0,2,7,7.4,81.5,B,Pass
STU0325,15,Female,Public,High School,High,5.84,69.9,5.13,17,0,1,5,13,6.7,95.3,A,Pass
STU0326,17,Female,Public,High School,Low,1.2,70.9,5.95,13,3,0,5,17,6.3,52.3,D,Pass
STU0327,17,Male,Public,No Education,Middle,5.94,72.5,6.76,20,4,1,1,6,7.0,100.0,A,Pass
STU0328,15,Male,Public,High School,Middle,2.94,69.4,5.23,16,5,0,2,6,9.4,79.3,B,Pass
STU0329,16,Female,Private,High School,Middle,3.14,51.3,9.55,12,5,0,3,17,7.3,76.6,B,Pass
STU0330,18,Female,Public,Graduate,Low,0.66,63.2,6.76,15,2,1,3,17,5.4,53.2,D,Pass
STU0331,16,Male,Public,Graduate,High,2.82,70.0,3.0,13,2,1,6,9,4.9,62.8,C,Pass
STU0332,16,Male,Public,Graduate,Low,1.94,78.4,7.11,9,3,1,3,13,5.3,63.6,C,Pass
STU0333,16,Female,Private,No Education,Middle,2.59,75.6,5.87,13,5,1,6,11,6.5,68.4,C,Pass
STU0334,15,Male,Public,Postgraduate,Low,3.29,56.4,6.37,19,4,1,2,12,8.5,89.0,B,Pass
STU0335,17,Female,Public,Postgraduate,Middle,4.94,95.6,5.84,17,5,0,3,4,5.8,100.0,A,Pass
STU0336,16,Female,Public,Graduate,Middle,3.81,79.1,7.95,15,2,1,4,4,8.7,100.0,A,Pass
STU0337,15,Male,Public,Postgraduate,Middle,3.96,79.4,8.52,20,3,1,0,7,7.2,100.0,A,Pass
STU0338,16,Male,Private,Graduate,Low,1.86,69.9,7.01,8,5,1,5,4,7.6,74.8,C,Pass
STU0339,16,Female,Public,Postgraduate,Low,2.18,63.3,5.89,9,3,1,7,11,7.5,72.8,C,Pass
STU0340,15,Female,Public,No Education,Middle,6.2,86.4,6.43,13,5,1,1,9,7.7,100.0,A,Pass
STU0341,17,Male,Private,High School,Middle,2.4,78.8,6.54,14,0,1,6,10,6.5,85.7,B,Pass
STU0342,17,Female,Public,High School,High,5.98,56.2,5.06,18,5,1,4,16,4.2,70.6,C,Pass
STU0343,18,Male,Public,High School,Low,3.14,65.8,7.54,19,2,1,3,12,6.3,77.4,B,Pass
STU0344,15,Female,Public,High School,Middle,3.5,71.2,7.33,15,4,1,7,9,5.9,94.9,A,Pass
STU0345,18,Male,Private,Graduate,Low,5.11,83.7,9.27,15,2,1,7,0,7.4,100.0,A,Pass
STU0346,18,Male,Public,Graduate,Low,5.41,98.6,8.76,17,2,0,0,0,7.3,100.0,A,Pass
STU0347,18,Male,Private,Graduate,Middle,3.33,62.9,5.27,15,2,1,1,12,6.7,68.0,C,Pass
STU0348,17,Female,Public,High School,Middle,2.92,65.8,7.98,9,3,1,4,5,9.1,100.0,A,Pass
STU0349,15,Female,Public,Graduate,Low,3.42,67.1,4.79,20,1,0,1,1,6.2,70.8,C,Pass
STU0350,18,Male,Public,Graduate,Low,4.01,64.5,7.75,17,1,1,6,16,4.3,95.8,A,Pass
STU0351,15,Female,Private,High School,Low,4.84,73.8,5.57,17,0,1,6,8,7.1,93.3,A,Pass
STU0352,15,Male,Public,Graduate,High,3.51,86.6,4.66,16,2,1,5,5,8.4,95.3,A,Pass
STU0353,17,Male,Private,High School,High,4.43,62.0,7.0,18,1,1,2,14,7.3,100.0,A,Pass
STU0354,18,Female,Private,High School,Low,5.96,88.8,3.0,17,0,1,6,0,6.6,100.0,A,Pass
STU0355,18,Female,Public,Postgraduate,Low,4.07,51.2,3.35,13,3,0,3,13,7.3,49.0,D,Pass
STU0356,15,Male,Public,High School,High,3.97,68.0,6.18,17,2,1,7,17,9.2,95.7,A,Pass
STU0357,16,Female,Public,Graduate,High,1.22,63.2,6.65,13,4,1,4,9,5.9,73.7,C,Pass
STU0358,17,Female,Public,Postgraduate,Middle,0.5,91.0,5.84,8,3,1,4,1,7.0,68.2,C,Pass
STU0359,17,Male,Private,Graduate,Low,4.08,72.6,3.66,19,0,0,0,5,7.8,69.8,C,Pass
STU0360,17,Male,Private,No Education,Low,3.36,41.6,5.03,15,3,1,7,14,7.3,57.1,D,Pass
STU0361,17,Female,Public,High School,Middle,2.73,42.7,7.2,16,4,1,0,23,6.7,52.8,D,Pass
STU0362,18,Male,Public,No Education,Middle,3.87,76.6,7.55,19,3,1,0,0,6.5,99.2,A,Pass
STU0363,18,Male,Private,Graduate,Low,3.41,83.9,6.47,14,0,1,7,3,6.7,100.0,A,Pass
STU0364,16,Female,Public,High School,Middle,5.19,85.7,8.58,17,4,1,1,5,7.6,100.0,A,Pass
STU0365,17,Male,Private,High School,Low,3.63,77.9,7.22,17,4,1,3,15,7.6,92.0,A,Pass
STU0366,17,Male,Public,Postgraduate,Middle,2.38,89.1,5.15,11,3,1,1,0,9.5,83.4,B,Pass
STU0367,15,Female,Private,Graduate,Middle,4.99,71.4,6.0,16,4,1,3,2,5.2,100.0,A,Pass
STU0368,18,Female,Public,High School,Low,3.17,87.4,3.97,14,3,0,4,0,9.1,89.0,B,Pass
STU0369,17,Male,Public,Graduate,Middle,4.29,52.9,6.31,13,2,1,6,18,6.8,74.0,C,Pass
STU0370,16,Male,Public,Graduate,Middle,2.78,59.3,8.5,20,4,1,6,13,6.9,100.0,A,Pass
STU0371,16,Female,Public,No Education,High,2.53,45.0,7.73,9,3,1,1,9,8.0,75.8,B,Pass
STU0372,18,Female,Public,High School,Middle,3.63,71.3,9.02,11,2,1,1,9,8.0,99.2,A,Pass
STU0373,16,Female,Private,Graduate,Low,3.52,74.4,5.95,18,4,1,1,15,8.4,81.7,B,Pass
STU0374,16,Female,Private,Graduate,Middle,4.22,78.9,8.92,18,2,1,2,8,8.6,100.0,A,Pass
STU0375,18,Male,Public,Graduate,Low,3.1,74.7,6.15,11,5,1,5,8,7.0,77.0,B,Pass
STU0376,17,Female,Public,High School,High,0.75,52.8,9.15,13,4,1,7,15,8.7,80.4,B,Pass
STU0377,17,Female,Public,No Education,Middle,2.85,70.2,6.46,18,5,1,3,11,6.2,87.8,B,Pass
STU0378,16,Male,Public,High School,Middle,4.69,56.1,7.77,16,0,1,6,7,6.6,100.0,A,Pass
STU0379,16,Female,Public,High School,Low,3.05,94.1,9.16,20,0,1,3,1,6.8,100.0,A,Pass
STU0380,17,Male,Public,High School,Middle,3.13,69.3,6.15,9,3,1,1,8,6.4,69.9,C,Pass
STU0381,18,Female,Public,No Education,High,4.98,72.1,6.89,18,1,1,2,6,7.1,98.0,A,Pass
STU0382,16,Female,Public,Graduate,High,2.43,95.6,8.82,17,5,0,1,5,8.1,100.0,A,Pass
STU0383,15,Female,Public,Postgraduate,Low,1.19,49.4,6.26,14,5,1,3,12,7.8,61.1,C,Pass
STU0384,18,Male,Public,Graduate,Low,3.26,57.4,4.12,14,0,1,5,11,6.3,66.3,C,Pass
STU0385,16,Male,Private,Postgraduate,High,2.77,56.4,10.0,13,5,1,6,7,6.2,100.0,A,Pass
STU0386,16,Female,Public,High School,High,2.05,69.6,5.65,14,1,0,5,11,6.0,70.3,C,Pass
STU0387,15,Male,Private,Postgraduate,Low,3.24,80.7,6.79,17,2,1,7,11,7.1,100.0,A,Pass
STU0388,15,Male,Public,High School,Middle,4.24,88.3,8.58,17,2,0,4,2,5.1,100.0,A,Pass
STU0389,17,Male,Public,Postgraduate,Middle,3.49,100.0,5.4,18,1,1,2,4,5.9,100.0,A,Pass
STU0390,18,Male,Private,Postgraduate,High,3.96,42.6,4.69,12,5,1,5,16,6.4,62.4,C,Pass
STU0391,18,Male,Private,Graduate,Low,6.22,92.3,6.96,17,5,1,2,0,8.3,100.0,A,Pass
STU0392,17,Male,Private,Postgraduate,Low,2.99,65.1,3.27,11,5,0,1,10,6.8,39.6,F,Fail
STU0393,18,Female,Public,Graduate,Middle,3.92,67.5,5.98,14,3,0,4,9,8.2,82.0,B,Pass
STU0394,18,Female,Public,High School,Low,2.74,63.4,6.94,17,4,0,3,11,7.2,75.7,B,Pass
STU0395,18,Male,Private,High School,Middle,2.23,57.6,6.01,13,1,1,5,14,6.4,58.9,D,Pass
STU0396,18,Female,Public,Graduate,Middle,2.62,97.4,3.72,20,1,1,5,0,6.5,88.3,B,Pass
STU0397,18,Female,Public,No Education,Middle,2.78,85.5,9.37,14,1,1,0,12,5.6,93.2,A,Pass
STU0398,15,Female,Public,Graduate,Middle,4.04,77.0,6.69,15,1,1,6,7,9.9,100.0,A,Pass
STU0399,18,Female,Public,Postgraduate,Middle,7.02,100.0,9.08,19,1,1,3,0,8.3,100.0,A,Pass
STU0400,15,Male,Private,High School,Low,2.43,49.1,6.03,11,5,1,5,19,7.7,49.3,D,Pass
STU0401,18,Female,Public,Graduate,Middle,2.88,53.2,4.92,14,3,0,5,14,5.4,61.7,C,Pass
STU0402,17,Female,Public,Postgraduate,High,3.41,42.0,6.98,18,0,0,3,30,6.5,66.2,C,Pass
STU0403,16,Male,Public,Postgraduate,Middle,4.09,66.3,6.11,16,5,1,4,9,5.8,93.9,A,Pass
STU0404,15,Male,Public,Postgraduate,Low,3.9,78.6,4.38,13,5,1,2,8,7.2,75.8,B,Pass
STU0405,18,Female,Public,Graduate,Low,5.43,82.3,9.15,14,4,0,3,2,5.9,100.0,A,Pass
STU0406,17,Female,Public,Postgraduate,Low,0.5,68.2,5.38,10,0,0,2,14,6.2,43.5,F,Fail
STU0407,16,Female,Public,Graduate,Middle,0.5,44.8,3.19,11,1,1,4,18,5.9,13.2,F,Fail
STU0408,15,Female,Private,High School,Middle,2.76,84.8,8.89,17,0,1,4,3,6.7,100.0,A,Pass
STU0409,16,Female,Public,Graduate,Middle,5.15,83.5,5.59,12,3,1,7,1,7.1,100.0,A,Pass
STU0410,17,Female,Public,Graduate,Low,1.15,79.0,5.41,11,2,1,1,0,6.7,69.6,C,Pass
STU0411,15,Male,Private,High School,Low,0.5,40.0,3.32,11,5,1,0,20,8.8,0.0,F,Fail
STU0412,16,Female,Private,Graduate,Middle,4.36,82.2,9.63,10,0,1,4,0,8.0,100.0,A,Pass
STU0413,18,Female,Public,Graduate,Middle,3.87,58.3,4.18,12,4,1,7,19,6.1,61.2,C,Pass
STU0414,15,Male,Public,High School,Low,1.86,64.1,6.61,10,3,1,7,4,7.4,66.5,C,Pass
STU0415,16,Male,Public,Graduate,Middle,2.02,78.6,8.14,10,2,1,7,6,6.2,91.3,A,Pass
STU0416,17,Male,Private,Graduate,Low,2.05,72.0,7.26,13,3,1,4,4,6.5,82.7,B,Pass
STU0417,17,Male,Private,Graduate,High,3.67,62.7,6.39,14,1,1,2,11,7.6,73.4,C,Pass
STU0418,15,Female,Private,No Education,High,2.56,72.3,3.44,12,2,1,4,8,7.8,55.5,D,Pass
STU0419,16,Female,Public,No Education,Low,4.24,54.3,5.04,17,4,0,3,16,6.3,56.8,D,Pass
STU0420,15,Female,Private,High School,Low,0.5,83.3,6.84,16,2,0,1,0,5.7,82.7,B,Pass
STU0421,15,Female,Public,Postgraduate,Middle,2.21,68.1,5.08,18,4,1,1,6,7.1,69.3,C,Pass
STU0422,16,Female,Public,High School,Low,1.81,86.7,6.87,7,1,1,3,9,7.5,68.5,C,Pass
STU0423,16,Female,Public,Graduate,Middle,3.12,65.9,7.73,16,4,1,5,14,6.2,87.0,B,Pass
STU0424,18,Male,Private,High School,High,2.69,64.7,8.23,13,3,1,4,0,8.0,92.4,A,Pass
STU0425,16,Female,Public,High School,Middle,4.7,67.1,4.29,16,0,0,6,12,7.8,78.4,B,Pass
STU0426,17,Male,Private,Graduate,High,0.71,79.8,10.0,10,3,1,0,1,6.2,99.7,A,Pass
STU0427,15,Male,Public,Graduate,Middle,3.57,64.6,7.88,15,5,1,7,8,8.4,100.0,A,Pass
STU0428,15,Female,Public,No Education,Low,4.34,87.2,6.5,16,3,1,4,3,8.4,94.6,A,Pass
STU0429,17,Male,Public,High School,Middle,6.28,77.6,8.46,16,2,1,1,15,9.5,100.0,A,Pass
STU0430,16,Female,Public,No Education,Middle,2.78,43.2,10.0,11,1,1,0,12,9.1,80.7,B,Pass
STU0431,17,Male,Private,Graduate,Middle,3.99,67.9,3.91,14,5,1,6,3,5.9,86.9,B,Pass
STU0432,17,Female,Public,Graduate,Low,0.79,49.2,6.09,12,5,1,5,17,8.1,52.5,D,Pass
STU0433,18,Male,Private,High School,Low,0.5,66.5,3.0,13,5,1,2,10,8.1,36.8,F,Fail
STU0434,17,Female,Private,High School,High,4.77,60.9,6.85,19,0,1,2,18,6.6,93.4,A,Pass
STU0435,15,Female,Private,High School,Low,3.49,88.9,7.16,13,4,1,6,2,7.5,100.0,A,Pass
STU0436,17,Female,Public,Postgraduate,High,5.27,78.9,6.43,17,2,1,4,12,4.7,100.0,A,Pass
STU0437,15,Female,Public,Postgraduate,High,1.44,66.2,5.32,15,1,1,4,10,4.7,75.3,B,Pass
STU0438,15,Female,Public,No Education,Middle,4.28,87.2,3.0,19,0,1,0,6,4.9,71.2,C,Pass
STU0439,15,Male,Private,Graduate,Middle,6.3,97.9,7.17,18,3,1,0,9,7.5,100.0,A,Pass
STU0440,16,Male,Private,High School,Middle,4.13,76.6,9.12,15,1,1,5,6,7.5,100.0,A,Pass
STU0441,18,Male,Public,High School,High,3.91,64.7,5.44,16,5,1,4,16,6.7,70.8,C,Pass
STU0442,15,Female,Private,Graduate,Low,3.51,48.4,7.29,11,1,1,1,12,9.1,61.7,C,Pass
STU0443,15,Male,Public,Postgraduate,Middle,1.14,57.6,3.68,11,1,0,2,14,8.2,32.2,F,Fail
STU0444,16,Female,Public,Postgraduate,Middle,5.53,71.8,7.32,19,3,0,5,1,5.1,100.0,A,Pass
STU0445,15,Female,Public,Graduate,Middle,2.58,73.9,5.79,15,4,1,7,5,6.8,91.9,A,Pass
STU0446,17,Male,Private,High School,Middle,4.26,72.1,5.13,15,2,1,0,3,5.9,78.9,B,Pass
STU0447,17,Male,Public,Graduate,Middle,1.16,78.3,5.13,12,5,1,7,13,7.5,73.2,C,Pass
STU0448,18,Female,Private,High School,Middle,1.73,60.5,5.79,10,4,0,1,21,7.0,36.2,F,Fail
STU0449,15,Male,Private,Graduate,High,5.65,80.6,7.19,19,0,1,4,4,5.9,100.0,A,Pass
STU0450,16,Female,Private,High School,Low,2.98,91.2,4.14,14,5,1,3,0,9.0,76.8,B,Pass
STU0451,17,Female,Public,Graduate,High,5.68,86.7,5.79,16,2,1,0,0,7.1,100.0,A,Pass
STU0452,16,Female,Public,High School,Middle,3.38,73.7,6.43,13,0,1,5,9,6.5,90.1,A,Pass
STU0453,16,Female,Public,High School,High,0.74,57.7,4.52,11,3,0,3,10,6.7,40.6,F,Fail
STU0454,17,Female,Public,Postgraduate,Middle,4.84,69.5,9.73,15,4,1,1,6,8.9,100.0,A,Pass
STU0455,16,Male,Public,High School,Middle,2.62,59.6,4.96,15,5,1,7,20,8.1,67.5,C,Pass
STU0456,17,Male,Private,Graduate,Low,4.55,70.0,5.3,15,1,0,6,8,6.8,96.0,A,Pass
STU0457,16,Female,Public,High School,High,3.54,86.4,4.74,19,2,0,2,7,5.8,81.7,B,Pass
STU0458,17,Female,Public,No Education,Low,1.19,64.7,9.74,16,5,0,6,11,6.0,88.4,B,Pass
STU0459,15,Male,Public,No Education,High,3.75,55.5,7.5,12,1,1,6,7,6.4,87.1,B,Pass
STU0460,18,Male,Public,High School,High,6.79,100.0,4.81,19,5,1,6,0,7.6,100.0,A,Pass
STU0461,17,Female,Public,Postgraduate,Low,4.24,82.0,8.49,13,0,1,1,8,7.9,100.0,A,Pass
STU0462,17,Male,Public,High School,Low,3.41,53.6,6.86,13,1,0,2,22,6.1,61.8,C,Pass
STU0463,18,Female,Private,Postgraduate,Middle,5.11,73.2,6.96,20,1,1,1,10,8.0,100.0,A,Pass
STU0464,17,Male,Public,Graduate,Low,3.82,77.6,5.88,14,5,1,6,10,5.9,83.4,B,Pass
STU0465,17,Female,Private,High School,High,3.81,100.0,5.15,16,3,1,0,0,6.3,91.2,A,Pass
STU0466,16,Male,Private,Graduate,Low,1.86,53.5,7.11,14,3,0,6,19,5.3,73.6,C,Pass
STU0467,18,Female,Public,Graduate,Low,3.85,90.7,5.52,12,4,0,0,8,5.2,64.9,C,Pass
STU0468,15,Male,Private,Graduate,High,5.05,100.0,9.77,14,0,1,5,0,5.9,100.0,A,Pass
STU0469,17,Male,Public,High School,Middle,2.25,61.8,4.22,9,3,0,6,14,7.0,40.1,F,Fail
STU0470,18,Female,Private,High School,High,5.64,77.2,9.27,14,5,1,3,0,5.8,100.0,A,Pass
STU0471,16,Male,Public,Postgraduate,Middle,3.36,59.0,6.3,6,3,1,1,16,8.8,53.3,D,Pass
STU0472,15,Female,Private,Postgraduate,Middle,2.17,68.0,7.04,15,4,1,6,7,5.9,90.6,A,Pass
STU0473,18,Male,Private,Postgraduate,Middle,5.0,78.9,8.0,20,2,0,1,0,7.2,100.0,A,Pass
STU0474,15,Female,Private,High School,Middle,3.07,83.6,5.37,14,4,1,7,7,8.6,96.8,A,Pass
STU0475,15,Male,Private,Graduate,Middle,4.64,94.8,8.06,12,1,1,6,0,7.1,100.0,A,Pass
STU0476,15,Female,Public,Graduate,Middle,3.06,62.5,3.0,12,1,1,3,13,6.6,44.8,F,Fail
STU0477,17,Male,Public,Graduate,Middle,3.41,45.2,5.2,13,3,1,6,11,7.2,63.6,C,Pass
STU0478,17,Female,Public,High School,Low,4.24,76.9,4.84,12,3,1,4,0,6.3,82.4,B,Pass
STU0479,16,Male,Public,Graduate,Middle,3.94,80.7,4.24,18,4,1,5,6,5.8,84.0,B,Pass
STU0480,16,Female,Private,High School,Low,0.51,69.8,6.11,13,4,1,7,8,7.7,68.9,C,Pass
STU0481,18,Female,Public,High School,Middle,1.82,65.1,7.19,9,5,1,1,18,6.3,53.3,D,Pass
STU0482,16,Female,Private,Postgraduate,Low,4.89,81.1,7.76,18,0,0,7,0,8.1,100.0,A,Pass
STU0483,15,Male,Public,High School,Middle,3.3,97.1,6.93,19,5,1,5,8,8.0,100.0,A,Pass
STU0484,15,Female,Private,No Education,Middle,2.71,78.4,5.3,19,1,1,1,1,7.2,92.7,A,Pass
STU0485,17,Male,Public,No Education,Low,1.46,63.3,7.16,20,5,1,1,16,8.2,61.7,C,Pass
STU0486,15,Female,Private,Postgraduate,Low,1.88,62.6,6.72,10,4,0,4,17,6.3,54.9,D,Pass
STU0487,18,Male,Private,Graduate,Low,0.5,63.5,8.18,19,5,1,6,13,7.9,97.4,A,Pass
